ART 11A,HISTORY CONTEMP ART,ART 9A,ART STU 9A
ART 20B,BASIC DRAWING II,ART STU 20A,ART 20A,ART STU 20
ART 30B,BASIC PAINTING II,ART 30A,ART STU 30A
ART 50B,INTERACT & EXPERNCE,ART 50A
ART 71B,INTRO TO PHOTO II,ART 71A,ART STU 71A
ART 81B,DIGIFILM PROD II,ART 81A,ART STU 81A
ART 100,EMBODIED PRACTICE,ART 9A,ART STU 9A
ART 101W,ARTISTS AS WRITERS,ART 9A,ART STU 9A, AND,ART 11A,ART STU 11A ANDLOWER DIVISION WRITING
ART 108,DIGIFILM PROJECT I,ART 81A,ART STU 81A, AND,ART 81B,ART STU 81B
ART 121A,AFRO-FUTURISM I,ART 9A,ART STU 9A
ART 123B,MEDIA VIOLENCE&FEAR;,ART 9A ANDLOWER DIVISION WRITING
ART 128,ISSUES IN NEW GENRE,ART 9A,ART STU 9A
ART 141,DIGIFILM ADV PROJ I,ART 81A, AND,ART 81B
ART 144,ARTISTS BOOK,ART 20A,ART 30A,ART 40,ART 51,ART 65A,ART 71A,ART 81A,ART 91, AND,ART 9A
ART 150,ADVANCED PAINTING,ART 30B,ART STU 30B
ART 150C,ADVANCED DRAWING,ART STU 20A,ART 20A, AND,ART STU 20B,ART 20B
ART 150F,ADV FIGURE DRAWING,ART 20B,ART STU 20B
ART 151,ADVANCED SCULPTURE,ART 40,ART STU 40
ART 152A,ADV TOPICS PHOTO,ART STU 71B,ART 71B
ART 189,CRITICAL AESTHETICS,ART 1A,ART STU 1A, AND,ART 1B,ART STU 1B, AND,ART 1C,ART STU 1C
