CHEM 1A,GENERAL CHEMISTRY,PHYSICS 7C,PHYSICS 7C,SAT MATH > 600,AP CHEMISTRY,AP CALCULUS AB,AP CALCULUS BC,CHEM 1P C-,PLACEMENT EXAM SOC /,MATH 2A,MATH 2A,MATH 5A,MATH 5A
CHEM 1B,GENERAL CHEMISTRY,AP CHEMISTRY,CHEM 1A C-,ENGR 1A C-,CHEM H2A C-
CHEM 1LD,GEN CHEM LAB,CHEM 1C C-, AND,CHEM 1LC C-,CHEM 1LE C-
CHEM 1LE,ACCEL GEN CHEM LAB,CHEM 1A C-,CHEM 1A C-,AP CHEMISTRY,ENGR 1A C-,ENGR 1A C-
CHEM H2B,HON GENRL CHEMISTRY,CHEM H2A B, AND,CHEM H2LA B,CHEM M2LA B
CHEM M2B,MAJORS GEN CHEM LEC,CHEM M2A C-, AND,CHEM M2LA C-
CHEM H2LB,HON GEN CHEM LAB,CHEM H2A B, AND,CHEM H2LA B,CHEM M2LA B, AND,CHEM H2B
CHEM M2LB,MAJORS GEN CHEM LAB,CHEM 1A C-,CHEM H2A C-,AP CHEMISTRY, AND,CHEM M2LA C-,CHEM H2LA C-, AND,CHEM 1B
CHEM 51B,ORGANIC CHEMISTRY,CHEM 51A C-, AND,CHEM 1LD C-,CHEM H52LA C-,CHEM M52LA C-
CHEM 51LB,ORG CHEM LAB,CHEM 51A C-, AND,CHEM 51B, AND,CHEM 1LD C-,CHEM H2LC C-,CHEM M3LC C-
CHEM H52LB,HON ORG CHEM LAB,CHEM 51A C-, AND,CHEM 51B, AND,CHEM H52LA C-,CHEM M52LA C-
CHEM M52LB,MAJORS ORG CHEM LAB,CHEM 51A C-, AND,CHEM 51B, AND,CHEM H52LA C-,CHEM M52LA C-
CHEM 107L,INORGANIC CHEM LAB,CHEM 107
CHEM 127,INORGANIC CHEM II,CHEM 107
CHEM 128,INTRO CHEM BIOLOGY,CHEM 51C,CHEM H52C
CHEM 128L,CHEM BIO LAB TECH,CHEM 128
CHEM 132B,QUANTUM PRINCIPLES,CHEM 132A,CBEMS 45C, AND,PHYSICS 7D,PHYSICS 7E
CHEM 141,ENVIRON CHEM,CHEM 51C,CHEM H52C, AND,MATH 2B,AP CALCULUS BC
CHEM 145B,MULTIPHASE ATM CHEM,CHEM 145A
CHEM 150L,COMP CHEM LAB,CHEM 150, AND,CHEM,PHYSICS 50,EECS 12
CHEM 152,ADV ANALYTICAL CHEM,CHEM 1C,CHEM H2C,CHEM M3C, AND,CHEM 1LD,CHEM H2LC,CHEM M3LC
CHEM 177,MEDICINAL CHEMISTRY,CHEM 51C, AND,BIO SCI 98,CHEM 128
CHEM 177L,MEDICINAL CHEM LAB,CHEM 51C, AND,BIO SCI 100, AND,BIO SCI 98,CHEM 128, AND,CHEM 177
