ENGRMAE 30,STATICS,MATH 2D,MATH 2D, AND,PHYSICS 7C
ENGRMAE 60,ELECTRIC CIRCUITS,MATH 3D, AND,PHYSICS 7D, AND,PHYSICS 7LD
ENGRMAE 80,DYNAMICS,MATH 2D, AND,PHYSICS 7C
ENGRMAE 114,FUEL CELL FUND&TECH;,ENGRMAE 115
ENGRMAE 117,SOLAR RENEWABLES,ENGRMAE 91
ENGRMAE 118,SUSTAINABLE ENERGY,ENGRMAE 115
ENGRMAE 130A,INTRO FLUID MECHS,PHYSICS 7C C-, AND,MATH 2D C-, AND,MATH 2E C-, AND,MATH 3D C-, AND,ENGRMAE 30 C-,ENGR 30 C-,ENGRCEE 30 C-, AND,ENGRMAE 80 C-,ENGR 80 C-,ENGRCEE 80 C-, AND,ENGRMAE 91 C-
ENGRMAE 130B,VIS/COMPRESS FLOWS,ENGRMAE 130A
ENGRMAE 132,COMP FLUID DYNAMICS,ENGRMAE 130B C-
ENGRMAE 146,ASTRONAUTICS,ENGRMAE 80,ENGR 80,ENGRCEE 80
ENGRMAE 147,VIBRATIONS,ENGR 80,ENGRCEE 80,ENGRMAE 80, AND,MATH 2E, AND,MATH 3D
ENGRMAE 151,MECH ENGR DESIGN,ENGRMAE 120, AND,ENGRMAE 145, AND,ENGRMAE 170
ENGRMAE 152,INTRO COMP-AID ENGR,ENGRMAE 150,ENGR 150, AND,ENGRMAE 120
ENGRMAE 156,MECH BEH/DES PRIN,ENGR 54
ENGRMAE 157,LIGHTWEIGHT STRUCTR,ENGR 150,ENGRCEE 150,ENGRMAE 150
ENGRMAE 158,AIRCRAFT PERFORM,ENGRMAE 130A
ENGRMAE 170,INTRO CNTRL SYSTEMS,ENGRMAE 80,ENGRCEE 80,ENGR 80, AND,ENGRMAE 106
ENGRMAE 172,ROBOT DESIGN,ENGRMAE 60, AND,ENGRMAE 170
ENGRMAE 175,DYN/CNTL AERO VEHCL,ENGRMAE 106
