STATS 67,INTRO PROB&STAT;/CS,MATH 2B,AP CALCULUS BC
STATS 111,STATS METH DATA II,STATS 110
STATS 115,BAYES DATA ANALYSIS,STATS 120C, AND,STATS 110
STATS 120B,INTRO PROB STATS II,STATS 120A
STATS 170A,PROJECT DATA SCI I,STATS 68, AND,STATS 112, AND,IN4MATX 43, AND,COMPSCI 122A, AND,COMPSCI 161, AND,COMPSCI 178
STATS 200B,INT PROB & STAT THY,STATS 200A
STATS 202,STATS METH DATA II,STATS 201,STATS 210
STATS 211,STATS METHOD II,STATS 210
STATS 220A,ADV PROB&STATTOPICS;,STATS 200C
STATS 225,BAYESIAN STATISTICS,STATS 205, AND,STATS 230
STATS 226,ADV BAYESIAN STAT,STATS 200C, AND,STATS 225
